class;lat;lon;name;type;dateHour;point_geom;timestamp;trail_id;trail_geom;gps_speed;gps_bearing;current_speed;current_angle;SLA;SST;CHL;dayOfYear;weekOfYear;month;year
B;37.7233;-0.0592;Gloria;Loggerhead turtle;2021/05/05 10:14;POINT(-0.0592 37.7233);1620201690;Gloria#1620200940_1620202440;LINESTRING (-0.0585 37.7254, -0.0592 37.7233);0.5786710530504017;194.82992333596488;0.0890163012627082;55.2911825117637;0.0357612146212001;18.053640347593728;0.1463965331146449;125;18;5;2021
B;37.7204;-0.0574;Gloria;Loggerhead turtle;2021/05/05 11:28;POINT(-0.0574 37.7204);1620204660;Gloria#1620202440_1620206880;LINESTRING (-0.0592 37.7233, -0.0574 37.7204);0.2909748086402944;153.7547835596116;0.0898043932341216;55.16063728370559;0.0354031007627998;18.05938358972924;0.1463162021714244;125;18;5;2021
3;37.6278;-0.0278;Gloria;Loggerhead turtle;2021/05/05 17:26;POINT(-0.0278 37.6278);1620217620;Gloria#1620206880_1620228360;LINESTRING (-0.0574 37.7204, -0.0278 37.6278);1.7772484157418738;165.73519299275165;0.1004334954897189;53.00930193860365;0.0277197337512;18.145457011287647;0.1460699179527919;125;18;5;2021
3;37.6245;-0.026;Gloria;Loggerhead turtle;2021/05/05 17:45;POINT(-0.026 37.6245);1620228930;Gloria#1620228360_1620229500;LINESTRING (-0.0278 37.6278, -0.026 37.6245);1.2607815590943754;156.54668917524737;0.1029837938630355;51.127399907812965;0.0268965448177775;18.157540144680524;0.1459888987866058;125;18;5;2021
B;37.6142;-0.0269;Gloria;Loggerhead turtle;2021/05/05 19:12;POINT(-0.0269 37.6142);1620232110;Gloria#1620229500_1620234720;LINESTRING (-0.026 37.6245, -0.0269 37.6142);0.7903086687673236;183.976156894588;0.103632565177904;50.70570651302489;0.0257756760938663;18.16490823414847;0.1462149817253997;125;18;5;2021
3;37.5519;-0.0648;Gloria;Loggerhead turtle;2021/05/06 05:56;POINT(-0.0648 37.5519);1620254040;Gloria#1620234720_1620273360;LINESTRING (-0.0269 37.6142, -0.0648 37.5519);0.7157440752010941;205.84490306486688;0.102357131000555;50.06657530341514;0.0175598870613335;18.21891799343922;0.1489790799194628;126;18;5;2021
1;37.5533;-0.066;Gloria;Loggerhead turtle;2021/05/06 06:25;POINT(-0.066 37.5533);1620274230;Gloria#1620273360_1620275100;LINESTRING (-0.0648 37.5519, -0.066 37.5533);0.3892053330432754;325.6901008702974;0.1064271166289393;47.353026946279336;0.0162607052146666;18.271487975042877;0.1486265733296169;126;18;5;2021
1;39.0114;3.2916;Gloria;Loggerhead turtle;2021/01/23 06:54;POINT(3.2916 39.0114);1611376950;Gloria#1611372660_1611381240;LINESTRING (3.1153 39.0192, 3.2916 39.0114);6.4168435324762365;93.19035073701042;0.2414339003467953;-28.993410705799985;0.0737085740199998;14.971836538647835;0.4729519721696467;23;3;1;2021
1;39.0112;3.2919;Gloria;Loggerhead turtle;2021/01/23 06:58;POINT(3.2919 39.0112);1611381360;Gloria#1611381240_1611381480;LINESTRING (3.2916 39.0114, 3.2919 39.0112);0.5126701977217207;130.5137858410576;0.241919443618944;-28.975010243176158;0.0736113258471109;14.971305126470211;0.4743533465462976;23;3;1;2021
0;39.0441;3.2815;Gloria;Loggerhead turtle;2021/01/23 08:13;POINT(3.2815 39.0441);1611383730;Gloria#1611381480_1611385980;LINESTRING (3.2919 39.0112, 3.2815 39.0441);3.0094502786004225;346.15236546054325;0.2295199073184127;-30.152968718405692;0.0689459724955555;14.902980865072152;0.4706902989480244;23;3;1;2021
2;39.024;3.3109;Gloria;Loggerhead turtle;2021/01/23 08:14;POINT(3.3109 39.024);1611386010;Gloria#1611385980_1611386040;LINESTRING (3.2815 39.0441, 3.3109 39.024);203.1096028601657;131.22798041620985;0.2440026341526162;-30.9812704245298;0.0752978003033332;14.984530604008228;0.4737810115207596;23;3;1;2021
1;39.0358;3.3239;Gloria;Loggerhead turtle;2021/01/23 08:35;POINT(3.3239 39.0358);1611386670;Gloria#1611386040_1611387300;LINESTRING (3.3109 39.024, 3.3239 39.0358);4.934843405781027;40.66825469251853;0.2376076939065279;-32.865673704054835;0.0758661229328887;14.9894392556443;0.4723128924705602;23;3;1;2021
3;39.0318;3.3278;Gloria;Loggerhead turtle;2021/01/23 08:42;POINT(3.3278 39.0318);1611387510;Gloria#1611387300_1611387720;LINESTRING (3.3239 39.0358, 3.3278 39.0318);4.781770527158517;142.74814372353694;0.2373639745616687;-32.94457126729478;0.076750517496778;15.002980467456268;0.4730428159256021;23;3;1;2021
2;39.0363;3.3438;Gloria;Loggerhead turtle;2021/01/23 09:28;POINT(3.3438 39.0363);1611389100;Gloria#1611387720_1611390480;LINESTRING (3.3278 39.0318, 3.3438 39.0363);1.920888247845762;70.1651995356143;0.2314997757179133;-34.64047046161534;0.0783632502733336;15.025113276262118;0.4728368167089954;23;3;1;2021
B;39.0553;3.3546;Gloria;Loggerhead turtle;2021/01/23 09:50;POINT(3.3546 39.0553);1611391140;Gloria#1611390480_1611391800;LINESTRING (3.3438 39.0363, 3.3546 39.0553);6.29246611035703;23.902134855861902;0.2256926919747617;-36.79049994130449;0.0778102579519997;15.013916183655738;0.4712126171229389;23;3;1;2021
3;39.1673;3.6943;Gloria;Loggerhead turtle;2021/01/24 04:19;POINT(3.6943 39.1673);1611425070;Gloria#1611391800_1611458340;LINESTRING (3.3546 39.0553, 3.6943 39.1673);1.7260700269310318;66.95482899017873;0.1374103623435922;83.46797848299227;0.0755382888008003;15.26527966781839;0.4751128699009784;24;3;1;2021
3;39.168;3.6966;Gloria;Loggerhead turtle;2021/01/24 04:25;POINT(3.6966 39.168);1611458520;Gloria#1611458340_1611458700;LINESTRING (3.6943 39.1673, 3.6966 39.168);2.134214456292156;68.64524361911378;0.1420786220783769;66.29902945434426;0.0743715887742223;15.291316000440418;0.4863281882435142;24;3;1;2021
B;39.1726;3.7086;Gloria;Loggerhead turtle;2021/01/24 05:09;POINT(3.7086 39.1726);1611460020;Gloria#1611458700_1611461340;LINESTRING (3.6966 39.168, 3.7086 39.1726);1.5762902466739144;63.778025191642826;0.1406230181735458;64.23016379779581;0.0730246927232884;15.280858697843655;0.4865563803844401;24;3;1;2021
2;39.2683;3.7031;Gloria;Loggerhead turtle;2021/01/25 03:59;POINT(3.7031 39.2683);1611502440;Gloria#1611461340_1611543540;LINESTRING (3.7086 39.1726, 3.7031 39.2683);0.465774988326996;357.4420824530554;0.1163424627992763;-48.7748731342517;0.0589927193838217;15.003275666259356;0.4960205082508579;25;4;1;2021
3;39.2669;3.7031;Gloria;Loggerhead turtle;2021/01/25 04:05;POINT(3.7031 39.2669);1611543720;Gloria#1611543540_1611543900;LINESTRING (3.7031 39.2683, 3.7031 39.2669);1.5542882961156292;180.0;0.1198172551544876;-55.368990420322966;0.0565883603879111;14.906052518102854;0.505756160704851;25;4;1;2021
3;39.2688;3.7045;Gloria;Loggerhead turtle;2021/01/25 05:36;POINT(3.7045 39.2688);1611546630;Gloria#1611543900_1611549360;LINESTRING (3.7031 39.2669, 3.7045 39.2688);0.1602786509243355;29.802094442847988;0.1188826218867555;-49.987389824857736;0.0561573206391112;14.89903388714214;0.5062151330993966;25;4;1;2021
3;39.2695;3.699;Gloria;Loggerhead turtle;2021/01/25 05:39;POINT(3.699 39.2695);1611549450;Gloria#1611549360_1611549540;LINESTRING (3.7045 39.2688, 3.699 39.2695);9.61910224852277;279.3005638583103;0.1183539727066184;-52.81060069931899;0.0561684795666665;14.88892056904183;0.5066460292865994;25;4;1;2021
0;39.2799;3.7053;Gloria;Loggerhead turtle;2021/01/25 06:15;POINT(3.7053 39.2799);1611550620;Gloria#1611549540_1611551700;LINESTRING (3.699 39.2695, 3.7053 39.2799);2.1269895907993424;25.210557149077715;0.1148689433886742;-41.59619427639441;0.0545354681744002;14.87440493811556;0.5060518172345558;25;4;1;2021
1;39.32;3.5404;Gloria;Loggerhead turtle;2021/01/26 06:25;POINT(3.5404 39.32);1611595200;Gloria#1611551700_1611638700;LINESTRING (3.7053 39.2799, 3.5404 39.32);0.6167422749495218;287.43152487748125;0.1194562536076206;-53.7797565032116;0.0467980077333333;14.394063652377897;0.5049641746037801;26;4;1;2021
0;39.3207;3.5524;Gloria;Loggerhead turtle;2021/01/26 07:27;POINT(3.5524 39.3207);1611640560;Gloria#1611638700_1611642420;LINESTRING (3.5404 39.32, 3.5524 39.3207);1.0042521394654145;85.70131103209144;0.117345719850338;-50.82023394415362;0.044650215211022;14.47545329207776;0.5150030038092123;26;4;1;2021
3;39.3265;3.534;Gloria;Loggerhead turtle;2021/01/26 08:51;POINT(3.534 39.3265);1611644940;Gloria#1611642420_1611647460;LINESTRING (3.5524 39.3207, 3.534 39.3265);1.2230913143117508;292.09522596031064;0.1139756861834643;-49.40648173947051;0.0433868913733331;14.438459056728163;0.5145056302974923;26;4;1;2021
3;39.321;3.5367;Gloria;Loggerhead turtle;2021/01/26 09:04;POINT(3.5367 39.321);1611647850;Gloria#1611647460_1611648240;LINESTRING (3.534 39.3265, 3.5367 39.321);3.016151890300636;159.1279029565112;0.1159402204657445;-49.551758642488;0.0437316989511112;14.489590881864387;0.516432674996579;26;4;1;2021
3;39.3259;3.5337;Gloria;Loggerhead turtle;2021/01/26 09:14;POINT(3.5337 39.3259);1611648540;Gloria#1611648240_1611648840;LINESTRING (3.5367 39.321, 3.5337 39.3259);3.614292388250347;334.56840820715144;0.1138338986806802;-49.250769155000015;0.0432406922378668;14.468022504038856;0.5156029538293267;26;4;1;2021
3;39.3258;3.5353;Gloria;Loggerhead turtle;2021/01/26 09:19;POINT(3.5353 39.3258);1611648990;Gloria#1611648840_1611649140;LINESTRING (3.5337 39.3259, 3.5353 39.3258);1.6609230626966318;94.6002476347852;0.1138805944096466;-49.36211927070333;0.0432782016782665;14.47559060288262;0.5158053933396025;26;4;1;2021
2;39.3231;3.5579;Gloria;Loggerhead turtle;2021/01/26 10:06;POINT(3.5579 39.3231);1611650550;Gloria#1611649140_1611651960;LINESTRING (3.5353 39.3258, 3.5579 39.3231);2.517068409425909;98.73743823480017;0.1155894203692873;-51.07078248397556;0.0441550621026669;14.542025615991008;0.517564770428302;26;4;1;2021
1;39.3;3.5151;Gloria;Loggerhead turtle;2021/01/27 04:38;POINT(3.5151 39.3);1611685320;Gloria#1611651960_1611718680;LINESTRING (3.5579 39.3231, 3.5151 39.3);0.2425226860375736;235.2232129485112;0.1208757963706653;-49.15321151094767;0.0432828809555559;14.779437590313364;0.5303905320400237;27;4;1;2021
2;39.3071;3.5241;Gloria;Loggerhead turtle;2021/01/27 05:10;POINT(3.5241 39.3071);1611719640;Gloria#1611718680_1611720600;LINESTRING (3.5151 39.3, 3.5241 39.3071);2.074375784139786;44.55932601405209;0.114372393558392;-46.25593625923318;0.0405155201792001;14.912456286652857;0.5359263832568812;27;4;1;2021
B;39.3118;3.5388;Gloria;Loggerhead turtle;2021/01/27 06:44;POINT(3.5388 39.3118);1611723420;Gloria#1611720600_1611726240;LINESTRING (3.5241 39.3071, 3.5388 39.3118);0.8751203564660788;67.62496021657478;0.1115851504693341;-45.91128310953732;0.0401879070044002;14.907494903917438;0.5357653342012414;27;4;1;2021
3;39.3053;3.5635;Gloria;Loggerhead turtle;2021/01/27 07:48;POINT(3.5635 39.3053);1611728160;Gloria#1611726240_1611730080;LINESTRING (3.5388 39.3118, 3.5635 39.3053);2.1086760718813133;108.70558898866813;0.1141870786637291;-48.28833893979662;0.0415901384391107;14.8969504216995;0.538391726785896;27;4;1;2021
0;39.3005;3.5718;Gloria;Loggerhead turtle;2021/01/27 08:30;POINT(3.5718 39.3005);1611731340;Gloria#1611730080_1611732600;LINESTRING (3.5635 39.3053, 3.5718 39.3005);1.274979883172811;126.6597521675276;0.1136441517275988;-51.1697555941144;0.0420460010093333;14.892785163385897;0.5398956372114586;27;4;1;2021
3;39.3034;3.5554;Gloria;Loggerhead turtle;2021/01/27 08:38;POINT(3.5554 39.3034);1611732840;Gloria#1611732600_1611733080;LINESTRING (3.5718 39.3005, 3.5554 39.3034);10.88093333350345;282.8271061706855;0.1149107726850429;-46.96901717519141;0.0411748001840884;14.901261407690413;0.5388027558546609;27;4;1;2021
2;39.3037;3.5496;Gloria;Loggerhead turtle;2021/01/27 08:59;POINT(3.5496 39.3037);1611733710;Gloria#1611733080_1611734340;LINESTRING (3.5554 39.3034, 3.5496 39.3037);1.4325335630131937;273.8107160663972;0.1147480251752199;-46.36066049530394;0.0408332521504889;14.904249103820518;0.5385799192827312;27;4;1;2021
1;39.297;3.5621;Gloria;Loggerhead turtle;2021/01/27 09:04;POINT(3.5621 39.297);1611734490;Gloria#1611734340_1611734640;LINESTRING (3.5496 39.3037, 3.5621 39.297);15.719068378547917;124.59662274185496;0.1180196420876068;-48.49220509316799;0.0421438206740003;14.898248178165886;0.5404666374252088;27;4;1;2021
1;39.3085;3.5742;Gloria;Loggerhead turtle;2021/01/27 09:44;POINT(3.5742 39.3085);1611735840;Gloria#1611734640_1611737040;LINESTRING (3.5621 39.297, 3.5742 39.3085);2.473582343467517;39.2610715156348;0.1077820077697792;-49.41567721329699;0.0407160892479997;14.890274337189284;0.5387453552629514;27;4;1;2021
B;39.3119;3.5806;Gloria;Loggerhead turtle;2021/01/27 10:11;POINT(3.5806 39.3119);1611737850;Gloria#1611737040_1611738660;LINESTRING (3.5742 39.3085, 3.5806 39.3119);1.4860132996149888;55.63161419490007;0.1035310177190859;-50.383748692375775;0.0402182761475553;14.88646841850425;0.5384930008331309;27;4;1;2021
3;39.3028;3.6464;Gloria;Loggerhead turtle;2021/01/28 04:01;POINT(3.6464 39.3028);1611770760;Gloria#1611738660_1611802860;LINESTRING (3.5806 39.3119, 3.6464 39.3028);0.3232429016537728;100.07302998023287;0.0875349746023366;-67.37390312896777;0.0399084291645335;14.85734010876979;0.5456636196390652;28;4;1;2021
B;39.318;3.6989;Gloria;Loggerhead turtle;2021/01/28 07:46;POINT(3.6989 39.318);1611809610;Gloria#1611802860_1611816360;LINESTRING (3.6464 39.3028, 3.6989 39.318);1.2885839809430129;69.54340226959789;0.0672471322513253;-74.00420962081375;0.0370930405642223;14.830706077666887;0.5460963864544484;28;4;1;2021
1;39.2939;3.6795;Gloria;Loggerhead turtle;2021/01/28 08:11;POINT(3.6795 39.2939);1611817110;Gloria#1611816360_1611817860;LINESTRING (3.6989 39.318, 3.6795 39.2939);7.573820483804336;212.02741796178344;0.0841217195173785;-70.70466435001286;0.0393290997839999;14.824484002225688;0.5479120263191307;28;4;1;2021
B;39.2851;3.6487;Gloria;Loggerhead turtle;2021/01/28 08:45;POINT(3.6487 39.2851);1611818880;Gloria#1611817860_1611819900;LINESTRING (3.6795 39.2939, 3.6487 39.2851);4.996062697577552;249.8224660740864;0.0982547830595357;-63.64513998368851;0.0397347111025777;14.829042938202347;0.5472936184448771;28;4;1;2021
A;39.2797;3.6664;Gloria;Loggerhead turtle;2021/01/28 09:24;POINT(3.6664 39.2797);1611821070;Gloria#1611819900_1611822240;LINESTRING (3.6487 39.2851, 3.6664 39.2797);2.5240500314924947;111.42755856165968;0.0968991332218693;-68.46380757289897;0.0405447778401335;14.825581531716864;0.5489010109867861;28;4;1;2021
3;39.2801;3.6768;Gloria;Loggerhead turtle;2021/01/28 09:52;POINT(3.6768 39.2801);1611823080;Gloria#1611822240_1611823920;LINESTRING (3.6664 39.2797, 3.6768 39.2801);1.9252553073880008;87.1635617485266;0.0936762221774965;-70.53992725633036;0.0405949395863114;14.821816321817948;0.5492133000645313;28;4;1;2021
1;39.2796;3.6749;Gloria;Loggerhead turtle;2021/01/28 09:53;POINT(3.6749 39.2796);1611823950;Gloria#1611823920_1611823980;LINESTRING (3.6768 39.2801, 3.6749 39.2796);10.384972057263557;251.29438143883365;0.0944860224070728;-70.01113036701318;0.0405948349719997;14.821067625849707;0.5490781578117712;28;4;1;2021
A;39.3037;3.6763;Gloria;Loggerhead turtle;2021/01/28 10:37;POINT(3.6763 39.3037);1611825300;Gloria#1611823980_1611826620;LINESTRING (3.6749 39.2796, 3.6763 39.3037);3.652270825962289;2.584146447942828;0.0781387741352554;-66.94715051195458;0.0379759446826667;14.811391515701471;0.5453771352761861;28;4;1;2021
0;39.2985;3.6745;Gloria;Loggerhead turtle;2021/01/28 11:11;POINT(3.6745 39.2985);1611827640;Gloria#1611826620_1611828660;LINESTRING (3.6763 39.3037, 3.6745 39.2985);1.0549847721242132;195.0537672028204;0.0819886231836408;-66.69225247028072;0.0384343130400003;14.810419061187758;0.5457979959239994;28;4;1;2021
0;39.1964;3.7198;Gloria;Loggerhead turtle;2021/01/29 05:15;POINT(3.7198 39.1964);1611861180;Gloria#1611828660_1611893700;LINESTRING (3.6745 39.2985, 3.7198 39.1964);0.6636937479651699;160.95195661917228;0.144668913745201;-73.34650678226933;0.048148926298978;14.892753038030548;0.5518863200468263;29;4;1;2021
2;39.211;3.8491;Gloria;Loggerhead turtle;2021/01/29 07:29;POINT(3.8491 39.211);1611897720;Gloria#1611893700_1611901740;LINESTRING (3.7198 39.1964, 3.8491 39.211);5.053258734172405;81.70154335169508;0.139075054328166;-40.65107776461041;0.0462921571511112;14.865669488597234;0.5411240604648233;29;4;1;2021
3;39.2069;3.839;Gloria;Loggerhead turtle;2021/01/29 07:48;POINT(3.839 39.2069);1611902310;Gloria#1611901740_1611902880;LINESTRING (3.8491 39.211, 3.839 39.2069);3.107244628537376;242.4482124560357;0.1435426167224592;-53.5476723971021;0.046749748417778;14.856281947134448;0.5394838755915459;29;4;1;2021
A;39.2039;3.8497;Gloria;Loggerhead turtle;2021/01/29 07:49;POINT(3.8497 39.2039);1611902910;Gloria#1611902880_1611902940;LINESTRING (3.839 39.2069, 3.8497 39.2039);58.943830268319225;109.81416371907062;0.1451302371593927;-43.34319505196727;0.0471649123875558;14.86267454097299;0.5388377221886276;29;4;1;2021
B;39.199;3.8752;Gloria;Loggerhead turtle;2021/01/29 09:26;POINT(3.8752 39.199);1611905850;Gloria#1611902940_1611908760;LINESTRING (3.8497 39.2039, 3.8752 39.199);1.4034285305094467;103.86455017484786;0.1470979413833281;-21.60976279347367;0.0479105660033335;14.865395652975735;0.536847216568319;29;4;1;2021
B;39.2008;3.847;Gloria;Loggerhead turtle;2021/01/29 09:33;POINT(3.847 39.2008);1611908970;Gloria#1611908760_1611909180;LINESTRING (3.8752 39.199, 3.847 39.2008);20.949933075713155;274.69865652244573;0.1483596993785299;-49.36305646739126;0.0475601487344443;14.848099258904028;0.5365299456208589;29;4;1;2021
B;39.1979;3.8472;Gloria;Loggerhead turtle;2021/01/29 09:57;POINT(3.8472 39.1979);1611909900;Gloria#1611909180_1611910620;LINESTRING (3.847 39.2008, 3.8472 39.1979);0.8060478569096523;176.92831935545746;0.1506719157571605;-50.08191935467688;0.0479190634853336;14.848273346858718;0.5360559217606012;29;4;1;2021
3;39.1943;3.8615;Gloria;Loggerhead turtle;2021/01/29 10:18;POINT(3.8615 39.1943);1611911250;Gloria#1611910620_1611911880;LINESTRING (3.8472 39.1979, 3.8615 39.1943);3.709643223732871;107.92354064088327;0.1523464866060588;-39.36961675113704;0.0484463636133335;14.850820288554132;0.5350475758118879;29;4;1;2021
2;39.1851;3.8649;Gloria;Loggerhead turtle;2021/01/29 10:47;POINT(3.8649 39.1851);1611912750;Gloria#1611911880_1611913620;LINESTRING (3.8615 39.1943, 3.8649 39.1851);2.198846683827806;163.9540001037249;0.1573798961078082;-37.057189536844575;0.049724307977778;14.855218087516391;0.5339951493486415;29;4;1;2021
A;39.2679;4.1166;Gloria;Loggerhead turtle;2021/01/30 07:16;POINT(4.1166 39.2679);1611950490;Gloria#1611913620_1611987360;LINESTRING (3.8649 39.1851, 4.1166 39.2679);1.152068245825018;66.99458615785466;0.0939964777449012;-33.19193091977666;0.0440114858880003;14.853025985529314;0.5163490352590019;30;4;1;2021
B;39.262;4.1271;Gloria;Loggerhead turtle;2021/01/30 07:22;POINT(4.1271 39.262);1611987540;Gloria#1611987360_1611987720;LINESTRING (4.1166 39.2679, 4.1271 39.262);11.181262712101374;125.85764689916208;0.1006978937628878;-42.244416766978034;0.0458988533213333;14.886062010668295;0.5065902332817961;30;4;1;2021
B;39.2603;4.1299;Gloria;Loggerhead turtle;2021/01/30 07:34;POINT(4.1299 39.2603);1611988080;Gloria#1611987720_1611988440;LINESTRING (4.1271 39.262, 4.1299 39.2603);1.533136282392918;127.98873064159704;0.1009829270108906;-42.96050027594135;0.0462789557553776;14.892436602419709;0.5063973120810795;30;4;1;2021
1;39.2522;4.1743;Gloria;Loggerhead turtle;2021/01/30 08:54;POINT(4.1743 39.2522);1611990840;Gloria#1611988440_1611993240;LINESTRING (4.1299 39.2603, 4.1743 39.2522);2.9522961108197405;103.19172010398034;0.0968320793593699;-60.66120381615628;0.0495832135859552;14.96010201294382;0.504155387201061;30;4;1;2021
3;39.251;4.1721;Gloria;Loggerhead turtle;2021/01/30 09:02;POINT(4.1721 39.251);1611993480;Gloria#1611993240_1611993720;LINESTRING (4.1743 39.2522, 4.1721 39.251);1.7397935984285056;234.94930148865012;0.0979761795547453;-59.994841034746;0.0497244865191114;14.959053849169775;0.5036306124090815;30;4;1;2021
3;39.2532;4.1715;Gloria;Loggerhead turtle;2021/01/30 09:08;POINT(4.1715 39.2532);1611993900;Gloria#1611993720_1611994080;LINESTRING (4.1721 39.251, 4.1715 39.2532);2.4967528294240457;348.0282270843228;0.0975281550016306;-59.63773248340807;0.0494338091044444;14.956634801874827;0.5034825009627796;30;4;1;2021
1;39.2528;4.165;Gloria;Loggerhead turtle;2021/01/30 09:35;POINT(4.165 39.2528);1611994890;Gloria#1611994080_1611995700;LINESTRING (4.1715 39.2532, 4.165 39.2528);1.2507013190992553;265.4765142271298;0.0989125861381049;-57.18281306120163;0.0492005219938888;14.949818646926076;0.5035068483637161;30;4;1;2021
3;39.2521;4.191;Gloria;Loggerhead turtle;2021/01/30 10:06;POINT(4.191 39.2521);1611996630;Gloria#1611995700_1611997560;LINESTRING (4.165 39.2528, 4.191 39.2521);4.346334549570589;91.97501864874688;0.0950378449751462;-66.0593820386741;0.0506712692366668;14.979846653237814;0.5020814179295109;30;4;1;2021
3;39.1526;4.5342;Gloria;Loggerhead turtle;2021/01/31 04:07;POINT(4.5342 39.1526);1612029990;Gloria#1611997560_1612062420;LINESTRING (4.191 39.2521, 4.5342 39.1526);1.7559560284563624;110.32785809263032;0.0304518768060539;-24.515210987544272;0.0727367308837333;15.035839401016972;0.4940324760086958;31;4;1;2021
3;39.1514;4.5308;Gloria;Loggerhead turtle;2021/01/31 04:11;POINT(4.5308 39.1514);1612062540;Gloria#1612062420_1612062660;LINESTRING (4.5342 39.1526, 4.5308 39.1514);4.840248870387992;245.6166359664242;0.0322198367640754;-36.262148676937365;0.0744503705671999;15.037505053062148;0.4876990456348541;31;4;1;2021
A;39.1511;4.5809;Gloria;Loggerhead turtle;2021/01/31 05:25;POINT(4.5809 39.1511);1612064880;Gloria#1612062660_1612067100;LINESTRING (4.5308 39.1514, 4.5809 39.1511);3.5115047091107106;90.42480930790556;0.0239055005845947;-30.593102141195224;0.074438307584;14.989839562562054;0.4873953145652295;31;4;1;2021
3;39.1429;4.5457;Gloria;Loggerhead turtle;2021/01/31 05:46;POINT(4.5457 39.1429);1612067730;Gloria#1612067100_1612068360;LINESTRING (4.5809 39.1511, 4.5457 39.1429);9.074817882735273;253.35556453189395;0.0285813073055655;-28.7818146967073;0.0749344216140445;15.023605407687684;0.4869602228465958;31;4;1;2021
3;39.1416;4.5466;Gloria;Loggerhead turtle;2021/01/31 05:47;POINT(4.5466 39.1416);1612068390;Gloria#1612068360_1612068420;LINESTRING (4.5457 39.1429, 4.5466 39.1416);9.83767862401156;151.6698305312724;0.028367791513515;-27.75917637058352;0.0749954864742667;15.023004064171689;0.4868587106668182;31;4;1;2021
3;39.1284;4.5626;Gloria;Loggerhead turtle;2021/01/31 07:01;POINT(4.5626 39.1284);1612070640;Gloria#1612068420_1612072860;LINESTRING (4.5466 39.1416, 4.5626 39.1284);1.6339926179660218;136.64476341336604;0.0233647403153203;-17.571253741623366;0.075304352096;15.014197242842611;0.4862424277080088;31;4;1;2021
2;39.1424;4.5482;Gloria;Loggerhead turtle;2021/01/31 07:06;POINT(4.5482 39.1424);1612073010;Gloria#1612072860_1612073160;LINESTRING (4.5626 39.1284, 4.5482 39.1424);23.89725472512281;321.30796015792856;0.0289363839434469;-27.873401443517917;0.0752013003180888;15.018317064569374;0.486372155902353;31;4;1;2021
1;39.1355;4.5609;Gloria;Loggerhead turtle;2021/01/31 07:11;POINT(4.5609 39.1355);1612073310;Gloria#1612073160_1612073460;LINESTRING (4.5482 39.1424, 4.5609 39.1355);16.065661592017744;124.89772888800604;0.0250110476361674;-22.17592387834738;0.0753259624035555;15.01084528741319;0.4861163924017891;31;4;1;2021
A;38.948;4.5354;Gloria;Loggerhead turtle;2021/02/01 03:58;POINT(4.5354 38.948);1612110870;Gloria#1612073460_1612148280;LINESTRING (4.5609 39.1355, 4.5354 38.948);1.0071674202945158;186.06212895887708;0.0335002714180308;-18.491553818388944;0.076415258862;15.051526162839878;0.4783899825446432;32;5;2;2021
B;38.9405;4.56;Gloria;Loggerhead turtle;2021/02/01 05:16;POINT(4.56 38.9405);1612150620;Gloria#1612148280_1612152960;LINESTRING (4.5354 38.948, 4.56 38.9405);1.7611124313476458;111.31816432093684;0.0234568764276778;-1.159855136272365;0.0789427424444444;15.043822284205136;0.4751674080458929;32;5;2;2021
3;38.9492;4.5505;Gloria;Loggerhead turtle;2021/02/01 05:18;POINT(4.5505 38.9492);1612153020;Gloria#1612152960_1612153080;LINESTRING (4.56 38.9405, 4.5505 38.9492);38.0789505196267;319.54773188178643;0.0284923397057459;1.7058873942462809;0.0798289604599999;15.041430788241884;0.4755737195138634;32;5;2;2021
3;38.9481;4.5547;Gloria;Loggerhead turtle;2021/02/01 05:31;POINT(4.5547 38.9481);1612153470;Gloria#1612153080_1612153860;LINESTRING (4.5505 38.9492, 4.5547 38.9481);1.772431182553982;108.53997917893965;0.0270384098850693;1.563982822127676;0.0796312062275554;15.041515468338844;0.4754781666611279;32;5;2;2021
2;38.7996;4.3928;Gloria;Loggerhead turtle;2021/02/02 06:09;POINT(4.3928 38.7996);1612198200;Gloria#1612153860_1612242540;LINESTRING (4.5547 38.9481, 4.3928 38.7996);0.8793033222741464;220.4900603607055;0.0894489203187663;-52.53436424700611;0.0747009614777774;15.058470796227766;0.4820185588592603;33;5;2;2021
0;38.7931;4.4065;Gloria;Loggerhead turtle;2021/02/02 06:38;POINT(4.4065 38.7931);1612243410;Gloria#1612242540_1612244280;LINESTRING (4.3928 38.7996, 4.4065 38.7931);2.879648080384621;121.22313946280394;0.0835900505065174;-43.50189606368737;0.0790564082537782;15.010548940819604;0.4839097127033007;33;5;2;2021
0;38.807;4.409;Gloria;Loggerhead turtle;2021/02/02 07:52;POINT(4.409 38.807);1612246500;Gloria#1612244280_1612248720;LINESTRING (4.4065 38.7931, 4.409 38.807);1.2634622091916323;8.010539298607455;0.0845070572344825;-52.75007254187803;0.081903987316667;14.99369500733593;0.4841696628647595;33;5;2;2021
0;38.8335;4.3934;Gloria;Loggerhead turtle;2021/02/02 08:22;POINT(4.3934 38.8335);1612249620;Gloria#1612248720_1612250520;LINESTRING (4.409 38.807, 4.3934 38.8335);6.477574314899065;335.277588215007;0.085505045923038;-45.94738112613903;0.0859741772862223;14.963443128991742;0.4854372738052178;33;5;2;2021
